Nota,Parcela,Valor,DataEntrada
886091,6,2094.85756698769,2024-06-28
886092,1,2091.60364703594,2024-06-08
886093,1,4364.88382850428,2023-09-01
886093,2,4364.88382850428,2023-10-01
886093,3,4364.88382850428,2023-11-01
886093,4,4364.88382850428,2023-12-01
886093,5,4364.88382850428,2024-01-01
886093,6,4364.88382850428,2024-02-01
886093,7,4364.88382850428,2024-03-01
886093,8,4364.88382850428,2024-04-01
886093,9,4364.88382850428,2024-05-01
886093,10,4364.88382850428,2024-06-01
886095,1,3781.58314586775,2023-12-18
886095,2,3781.58314586775,2024-01-18
886095,3,3781.58314586775,2024-02-18
886095,4,3781.58314586775,2024-03-18
886095,5,3781.58314586775,2024-04-18
886095,6,3781.58314586775,2024-05-18
886095,7,3781.58314586775,2024-06-18
886096,1,5064.05085261654,2023-05-13
886096,2,5064.05085261654,2023-06-13
886096,3,5064.05085261654,2023-07-13
886096,4,5064.05085261654,2023-08-13
886096,5,5064.05085261654,2023-09-13
886096,6,5064.05085261654,2023-10-13
886096,7,5064.05085261654,2023-11-13
886096,8,5064.05085261654,2023-12-13
886096,9,5064.05085261654,2024-01-13
886096,10,5064.05085261654,2024-02-13
886096,11,5064.05085261654,2024-03-13
886096,12,5064.05085261654,2024-04-13
886096,13,5064.05085261654,2024-05-13
886096,14,5064.05085261654,2024-06-13
886097,1,5123.3934535254,2023-09-18
886097,2,5123.3934535254,2023-10-18
886097,3,5123.3934535254,2023-11-18
886097,4,5123.3934535254,2023-12-18
886097,5,5123.3934535254,2024-01-18
886097,6,5123.3934535254,2024-02-18
886097,7,5123.3934535254,2024-03-18
886097,8,5123.3934535254,2024-04-18
886097,9,5123.3934535254,2024-05-18
886097,10,5123.3934535254,2024-06-18
886098,1,4124.62471155744,2023-07-12
886098,2,4124.62471155744,2023-08-12
886098,3,4124.62471155744,2023-09-12
886098,4,4124.62471155744,2023-10-12
886098,5,4124.62471155744,2023-11-12
886098,6,4124.62471155744,2023-12-12
886098,7,4124.62471155744,2024-01-12
886098,8,4124.62471155744,2024-02-12
886098,9,4124.62471155744,2024-03-12
886098,10,4124.62471155744,2024-04-12
886098,11,4124.62471155744,2024-05-12
886098,12,4124.62471155744,2024-06-12
886099,1,4421.36212084432,2023-07-02
886099,2,4421.36212084432,2023-08-02
886099,3,4421.36212084432,2023-09-02
886099,4,4421.36212084432,2023-10-02
886099,5,4421.36212084432,2023-11-02
886099,6,4421.36212084432,2023-12-02
886099,7,4421.36212084432,2024-01-02
886099,8,4421.36212084432,2024-02-02
886099,9,4421.36212084432,2024-03-02
886099,10,4421.36212084432,2024-04-02
886099,11,4421.36212084432,2024-05-02
886099,12,4421.36212084432,2024-06-02
886101,1,7869.78575286318,2023-12-23
886101,2,7869.78575286318,2024-01-23
886101,3,7869.78575286318,2024-02-23
886101,4,7869.78575286318,2024-03-23
886101,5,7869.78575286318,2024-04-23
886101,6,7869.78575286318,2024-05-23
886101,7,7869.78575286318,2024-06-23
886102,1,4988.07445133591,2024-01-31
886102,2,4988.07445133591,2024-02-29
886102,3,4988.07445133591,2024-03-31
886102,4,4988.07445133591,2024-04-30
886102,5,4988.07445133591,2024-05-31
886102,6,4988.07445133591,2024-06-30
886103,1,4318.33997516649,2023-05-19
886103,2,4318.33997516649,2023-06-19
886103,3,4318.33997516649,2023-07-19
886103,4,4318.33997516649,2023-08-19
886103,5,4318.33997516649,2023-09-19
886103,6,4318.33997516649,2023-10-19
886103,7,4318.33997516649,2023-11-19
886103,8,4318.33997516649,2023-12-19
886103,9,4318.33997516649,2024-01-19
886103,10,4318.33997516649,2024-02-19
886103,11,4318.33997516649,2024-03-19
886103,12,4318.33997516649,2024-04-19
886103,13,4318.33997516649,2024-05-19
886103,14,4318.33997516649,2024-06-19
886104,1,5403.74974588289,2023-03-15
886104,2,5403.74974588289,2023-04-15
886104,3,5403.74974588289,2023-05-15
886104,4,5403.74974588289,2023-06-15
886104,5,5403.74974588289,2023-07-15
886104,6,5403.74974588289,2023-08-15
886104,7,5403.74974588289,2023-09-15
886104,8,5403.74974588289,2023-10-15
886104,9,5403.74974588289,2023-11-15
886104,10,5403.74974588289,2023-12-15
886104,11,5403.74974588289,2024-01-15
886104,12,5403.74974588289,2024-02-15
886104,13,5403.74974588289,2024-03-15
886104,14,5403.74974588289,2024-04-15
886104,15,5403.74974588289,2024-05-15
886104,16,5403.74974588289,2024-06-15
886105,1,8243.42933935386,2023-02-20
886105,2,8243.42933935386,2023-03-20
886105,3,8243.42933935386,2023-04-20
886105,4,8243.42933935386,2023-05-20
886105,5,8243.42933935386,2023-06-20
886105,6,8243.42933935386,2023-07-20
886105,7,8243.42933935386,2023-08-20
886105,8,8243.42933935386,2023-09-20
886105,9,8243.42933935386,2023-10-20
886105,10,8243.42933935386,2023-11-20
886105,11,8243.42933935386,2023-12-20
886105,12,8243.42933935386,2024-01-20
886105,13,8243.42933935386,2024-02-20
886105,14,8243.42933935386,2024-03-20
886105,15,8243.42933935386,2024-04-20
886105,16,8243.42933935386,2024-05-20
886105,17,8243.42933935386,2024-06-20
886108,1,4637.61083755324,2023-08-17
886108,2,4637.61083755324,2023-09-17
886108,3,4637.61083755324,2023-10-17
886108,4,4637.61083755324,2023-11-17
886108,5,4637.61083755324,2023-12-17
886108,6,4637.61083755324,2024-01-17
886108,7,4637.61083755324,2024-02-17
886108,8,4637.61083755324,2024-03-17
886108,9,4637.61083755324,2024-04-17
886108,10,4637.61083755324,2024-05-17
886108,11,4637.61083755324,2024-06-17
886109,1,5878.45060194921,2024-04-08
886109,2,5878.45060194921,2024-05-08
886109,3,5878.45060194921,2024-06-08
886110,1,6164.39031899116,2023-07-24
886110,2,6164.39031899116,2023-08-24
886110,3,6164.39031899116,2023-09-24
886110,4,6164.39031899116,2023-10-24
886110,5,6164.39031899116,2023-11-24
886110,6,6164.39031899116,2023-12-24
886110,7,6164.39031899116,2024-01-24
886110,8,6164.39031899116,2024-02-24
886110,9,6164.39031899116,2024-03-24
886110,10,6164.39031899116,2024-04-24
886110,11,6164.39031899116,2024-05-24
886110,12,6164.39031899116,2024-06-24
886111,1,1674.5926251293,2024-06-13
886113,1,3794.40928354831,2023-07-19
886113,2,3794.40928354831,2023-08-19
886113,3,3794.40928354831,2023-09-19
886113,4,3794.40928354831,2023-10-19
886113,5,3794.40928354831,2023-11-19
886113,6,3794.40928354831,2023-12-19
886113,7,3794.40928354831,2024-01-19
886113,8,3794.40928354831,2024-02-19
886113,9,3794.40928354831,2024-03-19
886113,10,3794.40928354831,2024-04-19
886113,11,3794.40928354831,2024-05-19
886113,12,3794.40928354831,2024-06-19
886117,1,2003.44702048907,2024-03-29
886117,2,2003.44702048907,2024-04-29
886117,3,2003.44702048907,2024-05-29
886117,4,2003.44702048907,2024-06-29
886118,1,8191.34549601389,2023-02-15
886118,2,8191.34549601389,2023-03-15
886118,3,8191.34549601389,2023-04-15
886118,4,8191.34549601389,2023-05-15
886118,5,8191.34549601389,2023-06-15
886118,6,8191.34549601389,2023-07-15
886118,7,8191.34549601389,2023-08-15
886118,8,8191.34549601389,2023-09-15
886118,9,8191.34549601389,2023-10-15
886118,10,8191.34549601389,2023-11-15
886118,11,8191.34549601389,2023-12-15
886118,12,8191.34549601389,2024-01-15
886118,13,8191.34549601389,2024-02-15
886118,14,8191.34549601389,2024-03-15
886118,15,8191.34549601389,2024-04-15
886118,16,8191.34549601389,2024-05-15
886118,17,8191.34549601389,2024-06-15
886119,1,7252.19480993073,2024-03-26
886119,2,7252.19480993073,2024-04-26
886119,3,7252.19480993073,2024-05-26
886119,4,7252.19480993073,2024-06-26
886120,1,2395.83097742136,2024-06-01
886122,1,4155.32510673667,2023-12-29
886122,2,4155.32510673667,2024-01-29
886122,3,4155.32510673667,2024-02-29
886122,4,4155.32510673667,2024-03-29
886122,5,4155.32510673667,2024-04-29
886122,6,4155.32510673667,2024-05-29
886122,7,4155.32510673667,2024-06-29
886123,1,4764.24178317586,2023-07-23
886123,2,4764.24178317586,2023-08-23
886123,3,4764.24178317586,2023-09-23
886123,4,4764.24178317586,2023-10-23
886123,5,4764.24178317586,2023-11-23
886123,6,4764.24178317586,2023-12-23
886123,7,4764.24178317586,2024-01-23
886123,8,4764.24178317586,2024-02-23
886123,9,4764.24178317586,2024-03-23
886123,10,4764.24178317586,2024-04-23
886123,11,4764.24178317586,2024-05-23
886123,12,4764.24178317586,2024-06-23
886124,1,6078.75657882721,2023-03-04
886124,2,6078.75657882721,2023-04-04
886124,3,6078.75657882721,2023-05-04
886124,4,6078.75657882721,2023-06-04
886124,5,6078.75657882721,2023-07-04
886124,6,6078.75657882721,2023-08-04
886124,7,6078.75657882721,2023-09-04
886124,8,6078.75657882721,2023-10-04
886124,9,6078.75657882721,2023-11-04
886124,10,6078.75657882721,2023-12-04
886124,11,6078.75657882721,2024-01-04
886124,12,6078.75657882721,2024-02-04
886124,13,6078.75657882721,2024-03-04
886124,14,6078.75657882721,2024-04-04
886124,15,6078.75657882721,2024-05-04
886124,16,6078.75657882721,2024-06-04
886125,1,5219.87122150311,2023-08-26
886125,2,5219.87122150311,2023-09-26
886125,3,5219.87122150311,2023-10-26
886125,4,5219.87122150311,2023-11-26
886125,5,5219.87122150311,2023-12-26
886125,6,5219.87122150311,2024-01-26
886125,7,5219.87122150311,2024-02-26
886125,8,5219.87122150311,2024-03-26
886125,9,5219.87122150311,2024-04-26
886125,10,5219.87122150311,2024-05-26
886125,11,5219.87122150311,2024-06-26
886127,1,3435.71284737923,2023-03-10
886127,2,3435.71284737923,2023-04-10
886127,3,3435.71284737923,2023-05-10
886127,4,3435.71284737923,2023-06-10
886127,5,3435.71284737923,2023-07-10
886127,6,3435.71284737923,2023-08-10
886127,7,3435.71284737923,2023-09-10
886127,8,3435.71284737923,2023-10-10
886127,9,3435.71284737923,2023-11-10
886127,10,3435.71284737923,2023-12-10
886127,11,3435.71284737923,2024-01-10
886127,12,3435.71284737923,2024-02-10
886127,13,3435.71284737923,2024-03-10
886127,14,3435.71284737923,2024-04-10
886127,15,3435.71284737923,2024-05-10
886127,16,3435.71284737923,2024-06-10
886128,1,8006.6846747228,2024-03-29
886128,2,8006.6846747228,2024-04-29
886128,3,8006.6846747228,2024-05-29
886128,4,8006.6846747228,2024-06-29
886129,1,2055.31191975184,2023-03-13
886129,2,2055.31191975184,2023-04-13
886129,3,2055.31191975184,2023-05-13
886129,4,2055.31191975184,2023-06-13
886129,5,2055.31191975184,2023-07-13
886129,6,2055.31191975184,2023-08-13
886129,7,2055.31191975184,2023-09-13
886129,8,2055.31191975184,2023-10-13
886129,9,2055.31191975184,2023-11-13
886129,10,2055.31191975184,2023-12-13
886129,11,2055.31191975184,2024-01-13
886129,12,2055.31191975184,2024-02-13
886129,13,2055.31191975184,2024-03-13
886129,14,2055.31191975184,2024-04-13
886129,15,2055.31191975184,2024-05-13
886129,16,2055.31191975184,2024-06-13
886130,1,4686.99205517612,2023-12-19
886130,2,4686.99205517612,2024-01-19
886130,3,4686.99205517612,2024-02-19
886130,4,4686.99205517612,2024-03-19
886130,5,4686.99205517612,2024-04-19
886130,6,4686.99205517612,2024-05-19
886130,7,4686.99205517612,2024-06-19
886133,1,4049.96778047142,2024-06-17
886134,1,4312.55940850263,2023-07-07
886134,2,4312.55940850263,2023-08-07
886134,3,4312.55940850263,2023-09-07
886134,4,4312.55940850263,2023-10-07
886134,5,4312.55940850263,2023-11-07
886134,6,4312.55940850263,2023-12-07
886134,7,4312.55940850263,2024-01-07
886134,8,4312.55940850263,2024-02-07
886134,9,4312.55940850263,2024-03-07
886134,10,4312.55940850263,2024-04-07
886134,11,4312.55940850263,2024-05-07
886134,12,4312.55940850263,2024-06-07
886135,1,5879.64866246745,2023-01-17
886135,2,5879.64866246745,2023-02-17
886135,3,5879.64866246745,2023-03-17
886135,4,5879.64866246745,2023-04-17
886135,5,5879.64866246745,2023-05-17
886135,6,5879.64866246745,2023-06-17
886135,7,5879.64866246745,2023-07-17
886135,8,5879.64866246745,2023-08-17
886135,9,5879.64866246745,2023-09-17
886135,10,5879.64866246745,2023-10-17
886135,11,5879.64866246745,2023-11-17
886135,12,5879.64866246745,2023-12-17
886135,13,5879.64866246745,2024-01-17
886135,14,5879.64866246745,2024-02-17
886135,15,5879.64866246745,2024-03-17
886135,16,5879.64866246745,2024-04-17
886135,17,5879.64866246745,2024-05-17
886135,18,5879.64866246745,2024-06-17
886137,1,9070.10083764547,2023-03-03
886137,2,9070.10083764547,2023-04-03
886137,3,9070.10083764547,2023-05-03
886137,4,9070.10083764547,2023-06-03
886137,5,9070.10083764547,2023-07-03
886137,6,9070.10083764547,2023-08-03
886137,7,9070.10083764547,2023-09-03
886137,8,9070.10083764547,2023-10-03
886137,9,9070.10083764547,2023-11-03
886137,10,9070.10083764547,2023-12-03
886137,11,9070.10083764547,2024-01-03
886137,12,9070.10083764547,2024-02-03
886137,13,9070.10083764547,2024-03-03
886137,14,9070.10083764547,2024-04-03
886137,15,9070.10083764547,2024-05-03
886137,16,9070.10083764547,2024-06-03
886139,1,6570.20168609056,2024-04-15
886139,2,6570.20168609056,2024-05-15
886139,3,6570.20168609056,2024-06-15
886140,1,1570.98467377374,2024-04-22
886140,2,1570.98467377374,2024-05-22
886140,3,1570.98467377374,2024-06-22
886141,1,5555.45935713273,2024-06-06
886142,1,4739.94515931434,2024-06-16
886143,1,7700.73737910453,2024-04-04
886143,2,7700.73737910453,2024-05-04
886143,3,7700.73737910453,2024-06-04
886144,1,6066.48779634819,2023-06-29
886144,2,6066.48779634819,2023-07-29
886144,3,6066.48779634819,2023-08-29
886144,4,6066.48779634819,2023-09-29
886144,5,6066.48779634819,2023-10-29
886144,6,6066.48779634819,2023-11-29
886144,7,6066.48779634819,2023-12-29
886144,8,6066.48779634819,2024-01-29
886144,9,6066.48779634819,2024-02-29
886144,10,6066.48779634819,2024-03-29
886144,11,6066.48779634819,2024-04-29
886144,12,6066.48779634819,2024-05-29
886144,13,6066.48779634819,2024-06-29
886147,1,8870.54146607114,2023-03-10
886147,2,8870.54146607114,2023-04-10
886147,3,8870.54146607114,2023-05-10
886147,4,8870.54146607114,2023-06-10
886147,5,8870.54146607114,2023-07-10
886147,6,8870.54146607114,2023-08-10
886147,7,8870.54146607114,2023-09-10
886147,8,8870.54146607114,2023-10-10
886147,9,8870.54146607114,2023-11-10
886147,10,8870.54146607114,2023-12-10
886147,11,8870.54146607114,2024-01-10
886147,12,8870.54146607114,2024-02-10
886147,13,8870.54146607114,2024-03-10
886147,14,8870.54146607114,2024-04-10
886147,15,8870.54146607114,2024-05-10
886147,16,8870.54146607114,2024-06-10
886148,1,3237.8501958725,2023-09-04
886148,2,3237.8501958725,2023-10-04
886148,3,3237.8501958725,2023-11-04
886148,4,3237.8501958725,2023-12-04
886148,5,3237.8501958725,2024-01-04
886148,6,3237.8501958725,2024-02-04
886148,7,3237.8501958725,2024-03-04
886148,8,3237.8501958725,2024-04-04
886148,9,3237.8501958725,2024-05-04
886148,10,3237.8501958725,2024-06-04
886149,1,6966.81017526887,2024-03-03
886149,2,6966.81017526887,2024-04-03
886149,3,6966.81017526887,2024-05-03
886149,4,6966.81017526887,2024-06-03
886150,1,5151.95073229997,2023-03-24
886150,2,5151.95073229997,2023-04-24
886150,3,5151.95073229997,2023-05-24
886150,4,5151.95073229997,2023-06-24
886150,5,5151.95073229997,2023-07-24
886150,6,5151.95073229997,2023-08-24
886150,7,5151.95073229997,2023-09-24
886150,8,5151.95073229997,2023-10-24
886150,9,5151.95073229997,2023-11-24
886150,10,5151.95073229997,2023-12-24
886150,11,5151.95073229997,2024-01-24
886150,12,5151.95073229997,2024-02-24
886150,13,5151.95073229997,2024-03-24
886150,14,5151.95073229997,2024-04-24
886150,15,5151.95073229997,2024-05-24
886150,16,5151.95073229997,2024-06-24
886151,1,4314.68608314269,2023-03-05
886151,2,4314.68608314269,2023-04-05
886151,3,4314.68608314269,2023-05-05
886151,4,4314.68608314269,2023-06-05
886151,5,4314.68608314269,2023-07-05
886151,6,4314.68608314269,2023-08-05
886151,7,4314.68608314269,2023-09-05
886151,8,4314.68608314269,2023-10-05
886151,9,4314.68608314269,2023-11-05
886151,10,4314.68608314269,2023-12-05
886151,11,4314.68608314269,2024-01-05
886151,12,4314.68608314269,2024-02-05
886151,13,4314.68608314269,2024-03-05
886151,14,4314.68608314269,2024-04-05
886151,15,4314.68608314269,2024-05-05
886151,16,4314.68608314269,2024-06-05
886152,1,4383.52326858728,2024-06-23
886153,1,2348.78135116255,2024-01-21
886153,2,2348.78135116255,2024-02-21
886153,3,2348.78135116255,2024-03-21
886153,4,2348.78135116255,2024-04-21
886153,5,2348.78135116255,2024-05-21
886153,6,2348.78135116255,2024-06-21
886157,1,4719.63602659669,2023-05-19
886157,2,4719.63602659669,2023-06-19
886157,3,4719.63602659669,2023-07-19
886157,4,4719.63602659669,2023-08-19
886157,5,4719.63602659669,2023-09-19
886157,6,4719.63602659669,2023-10-19
886157,7,4719.63602659669,2023-11-19
886157,8,4719.63602659669,2023-12-19
886157,9,4719.63602659669,2024-01-19
886157,10,4719.63602659669,2024-02-19
886157,11,4719.63602659669,2024-03-19
886157,12,4719.63602659669,2024-04-19
886157,13,4719.63602659669,2024-05-19
886157,14,4719.63602659669,2024-06-19
886158,1,4592.10727053506,2023-07-21
886158,2,4592.10727053506,2023-08-21
886158,3,4592.10727053506,2023-09-21
886158,4,4592.10727053506,2023-10-21
886158,5,4592.10727053506,2023-11-21
886158,6,4592.10727053506,2023-12-21
886158,7,4592.10727053506,2024-01-21
886158,8,4592.10727053506,2024-02-21
886158,9,4592.10727053506,2024-03-21
886158,10,4592.10727053506,2024-04-21
886158,11,4592.10727053506,2024-05-21
886158,12,4592.10727053506,2024-06-21
886159,1,5880.36262075028,2023-07-08
886159,2,5880.36262075028,2023-08-08
886159,3,5880.36262075028,2023-09-08
886159,4,5880.36262075028,2023-10-08
886159,5,5880.36262075028,2023-11-08
886159,6,5880.36262075028,2023-12-08
886159,7,5880.36262075028,2024-01-08
886159,8,5880.36262075028,2024-02-08
886159,9,5880.36262075028,2024-03-08
886159,10,5880.36262075028,2024-04-08
886159,11,5880.36262075028,2024-05-08
886159,12,5880.36262075028,2024-06-08
886160,1,3279.09367017982,2023-03-18
886160,2,3279.09367017982,2023-04-18
886160,3,3279.09367017982,2023-05-18
886160,4,3279.09367017982,2023-06-18
886160,5,3279.09367017982,2023-07-18
886160,6,3279.09367017982,2023-08-18
886160,7,3279.09367017982,2023-09-18
886160,8,3279.09367017982,2023-10-18
886160,9,3279.09367017982,2023-11-18
886160,10,3279.09367017982,2023-12-18
886160,11,3279.09367017982,2024-01-18
886160,12,3279.09367017982,2024-02-18
886160,13,3279.09367017982,2024-03-18
886160,14,3279.09367017982,2024-04-18
886160,15,3279.09367017982,2024-05-18
886160,16,3279.09367017982,2024-06-18
886161,1,3842.07988233812,2023-07-08
886161,2,3842.07988233812,2023-08-08
886161,3,3842.07988233812,2023-09-08
886161,4,3842.07988233812,2023-10-08
886161,5,3842.07988233812,2023-11-08
886161,6,3842.07988233812,2023-12-08
886161,7,3842.07988233812,2024-01-08
886161,8,3842.07988233812,2024-02-08
886161,9,3842.07988233812,2024-03-08
886161,10,3842.07988233812,2024-04-08
886161,11,3842.07988233812,2024-05-08
886161,12,3842.07988233812,2024-06-08
886162,1,8635.63543070271,2023-03-04
886162,2,8635.63543070271,2023-04-04
886162,3,8635.63543070271,2023-05-04
886162,4,8635.63543070271,2023-06-04
886162,5,8635.63543070271,2023-07-04
886162,6,8635.63543070271,2023-08-04
886162,7,8635.63543070271,2023-09-04
886162,8,8635.63543070271,2023-10-04
886162,9,8635.63543070271,2023-11-04
886162,10,8635.63543070271,2023-12-04
886162,11,8635.63543070271,2024-01-04
886162,12,8635.63543070271,2024-02-04
886162,13,8635.63543070271,2024-03-04
886162,14,8635.63543070271,2024-04-04
886162,15,8635.63543070271,2024-05-04
886162,16,8635.63543070271,2024-06-04
886163,1,2378.91085005022,2023-07-26
886163,2,2378.91085005022,2023-08-26
886163,3,2378.91085005022,2023-09-26
886163,4,2378.91085005022,2023-10-26
886163,5,2378.91085005022,2023-11-26
886163,6,2378.91085005022,2023-12-26
886163,7,2378.91085005022,2024-01-26
886163,8,2378.91085005022,2024-02-26
886163,9,2378.91085005022,2024-03-26
886163,10,2378.91085005022,2024-04-26
886163,11,2378.91085005022,2024-05-26
886163,12,2378.91085005022,2024-06-26
886164,1,1838.29898258161,2024-05-27
886164,2,1838.29898258161,2024-06-27
886165,1,7767.45711561998,2024-01-07
886165,2,7767.45711561998,2024-02-07
886165,3,7767.45711561998,2024-03-07
886165,4,7767.45711561998,2024-04-07
886165,5,7767.45711561998,2024-05-07
886165,6,7767.45711561998,2024-06-07
886166,1,6257.78134778791,2023-02-02
886166,2,6257.78134778791,2023-03-02
886166,3,6257.78134778791,2023-04-02
886166,4,6257.78134778791,2023-05-02
886166,5,6257.78134778791,2023-06-02
886166,6,6257.78134778791,2023-07-02
886166,7,6257.78134778791,2023-08-02
886166,8,6257.78134778791,2023-09-02
886166,9,6257.78134778791,2023-10-02
886166,10,6257.78134778791,2023-11-02
886166,11,6257.78134778791,2023-12-02
886166,12,6257.78134778791,2024-01-02
886166,13,6257.78134778791,2024-02-02
886166,14,6257.78134778791,2024-03-02
886166,15,6257.78134778791,2024-04-02
886166,16,6257.78134778791,2024-05-02
886166,17,6257.78134778791,2024-06-02
886167,1,8336.39209956385,2023-05-17
886167,2,8336.39209956385,2023-06-17
886167,3,8336.39209956385,2023-07-17
886167,4,8336.39209956385,2023-08-17
886167,5,8336.39209956385,2023-09-17
886167,6,8336.39209956385,2023-10-17
886167,7,8336.39209956385,2023-11-17
886167,8,8336.39209956385,2023-12-17
886167,9,8336.39209956385,2024-01-17
886167,10,8336.39209956385,2024-02-17
886167,11,8336.39209956385,2024-03-17
886167,12,8336.39209956385,2024-04-17
886167,13,8336.39209956385,2024-05-17
886167,14,8336.39209956385,2024-06-17
886169,1,3013.7329413338,2023-04-24
886169,2,3013.7329413338,2023-05-24
886169,3,3013.7329413338,2023-06-24
886169,4,3013.7329413338,2023-07-24
886169,5,3013.7329413338,2023-08-24
886169,6,3013.7329413338,2023-09-24
886169,7,3013.7329413338,2023-10-24
886169,8,3013.7329413338,2023-11-24
886169,9,3013.7329413338,2023-12-24
886169,10,3013.7329413338,2024-01-24
886169,11,3013.7329413338,2024-02-24
886169,12,3013.7329413338,2024-03-24
886169,13,3013.7329413338,2024-04-24
886169,14,3013.7329413338,2024-05-24
886169,15,3013.7329413338,2024-06-24
886170,1,5945.04654828112,2023-01-22
886170,2,5945.04654828112,2023-02-22
886170,3,5945.04654828112,2023-03-22
886170,4,5945.04654828112,2023-04-22
886170,5,5945.04654828112,2023-05-22
886170,6,5945.04654828112,2023-06-22
886170,7,5945.04654828112,2023-07-22
886170,8,5945.04654828112,2023-08-22
886170,9,5945.04654828112,2023-09-22
886170,10,5945.04654828112,2023-10-22
886170,11,5945.04654828112,2023-11-22
886170,12,5945.04654828112,2023-12-22
886170,13,5945.04654828112,2024-01-22
886170,14,5945.04654828112,2024-02-22
886170,15,5945.04654828112,2024-03-22
886170,16,5945.04654828112,2024-04-22
886170,17,5945.04654828112,2024-05-22
886170,18,5945.04654828112,2024-06-22
886172,1,2488.12134240767,2023-03-30
886172,2,2488.12134240767,2023-04-30
886172,3,2488.12134240767,2023-05-30
886172,4,2488.12134240767,2023-06-30
886172,5,2488.12134240767,2023-07-30
886172,6,2488.12134240767,2023-08-30
886172,7,2488.12134240767,2023-09-30
886172,8,2488.12134240767,2023-10-30
886172,9,2488.12134240767,2023-11-30
886172,10,2488.12134240767,2023-12-30
886172,11,2488.12134240767,2024-01-30
886172,12,2488.12134240767,2024-02-29
886172,13,2488.12134240767,2024-03-30
886172,14,2488.12134240767,2024-04-30
886172,15,2488.12134240767,2024-05-30
886172,16,2488.12134240767,2024-06-30
886173,1,3183.50871774931,2024-04-16
886173,2,3183.50871774931,2024-05-16
886173,3,3183.50871774931,2024-06-16
886174,1,6389.74258160207,2023-07-01
886174,2,6389.74258160207,2023-08-01
886174,3,6389.74258160207,2023-09-01
886174,4,6389.74258160207,2023-10-01
886174,5,6389.74258160207,2023-11-01
886174,6,6389.74258160207,2023-12-01
886174,7,6389.74258160207,2024-01-01
886174,8,6389.74258160207,2024-02-01
886174,9,6389.74258160207,2024-03-01
886174,10,6389.74258160207,2024-04-01
886174,11,6389.74258160207,2024-05-01
886174,12,6389.74258160207,2024-06-01
886175,1,5547.77686361326,2023-03-23
886175,2,5547.77686361326,2023-04-23
886175,3,5547.77686361326,2023-05-23
886175,4,5547.77686361326,2023-06-23
886175,5,5547.77686361326,2023-07-23
886175,6,5547.77686361326,2023-08-23
886175,7,5547.77686361326,2023-09-23
886175,8,5547.77686361326,2023-10-23
886175,9,5547.77686361326,2023-11-23
886175,10,5547.77686361326,2023-12-23
886175,11,5547.77686361326,2024-01-23
886175,12,5547.77686361326,2024-02-23
886175,13,5547.77686361326,2024-03-23
886175,14,5547.77686361326,2024-04-23
886175,15,5547.77686361326,2024-05-23
886175,16,5547.77686361326,2024-06-23
886176,1,4296.31310407936,2023-12-02
886176,2,4296.31310407936,2024-01-02
886176,3,4296.31310407936,2024-02-02
886176,4,4296.31310407936,2024-03-02
886176,5,4296.31310407936,2024-04-02
886176,6,4296.31310407936,2024-05-02
886176,7,4296.31310407936,2024-06-02
886177,1,8159.74405062135,2023-05-24
886177,2,8159.74405062135,2023-06-24
886177,3,8159.74405062135,2023-07-24
886177,4,8159.74405062135,2023-08-24
886177,5,8159.74405062135,2023-09-24
886177,6,8159.74405062135,2023-10-24
886177,7,8159.74405062135,2023-11-24
886177,8,8159.74405062135,2023-12-24
886177,9,8159.74405062135,2024-01-24
886177,10,8159.74405062135,2024-02-24
886177,11,8159.74405062135,2024-03-24
886177,12,8159.74405062135,2024-04-24
886177,13,8159.74405062135,2024-05-24
886177,14,8159.74405062135,2024-06-24
886179,1,2669.45347273424,2023-06-18
886179,2,2669.45347273424,2023-07-18
886179,3,2669.45347273424,2023-08-18
886179,4,2669.45347273424,2023-09-18
886179,5,2669.45347273424,2023-10-18
886179,6,2669.45347273424,2023-11-18
886179,7,2669.45347273424,2023-12-18
886179,8,2669.45347273424,2024-01-18
886179,9,2669.45347273424,2024-02-18
886179,10,2669.45347273424,2024-03-18
886179,11,2669.45347273424,2024-04-18
886179,12,2669.45347273424,2024-05-18
886179,13,2669.45347273424,2024-06-18
886181,1,3491.37271298261,2023-07-09
886181,2,3491.37271298261,2023-08-09
886181,3,3491.37271298261,2023-09-09
886181,4,3491.37271298261,2023-10-09
886181,5,3491.37271298261,2023-11-09
886181,6,3491.37271298261,2023-12-09
886181,7,3491.37271298261,2024-01-09
886181,8,3491.37271298261,2024-02-09
886181,9,3491.37271298261,2024-03-09
886181,10,3491.37271298261,2024-04-09
886181,11,3491.37271298261,2024-05-09
886181,12,3491.37271298261,2024-06-09
886184,1,4983.49370212593,2023-11-01
886184,2,4983.49370212593,2023-12-01
886184,3,4983.49370212593,2024-01-01
886184,4,4983.49370212593,2024-02-01
886184,5,4983.49370212593,2024-03-01
886184,6,4983.49370212593,2024-04-01
886184,7,4983.49370212593,2024-05-01
886184,8,4983.49370212593,2024-06-01
886187,1,6064.35620483019,2024-03-15
886187,2,6064.35620483019,2024-04-15
886187,3,6064.35620483019,2024-05-15
886187,4,6064.35620483019,2024-06-15
886188,1,1887.80115924082,2023-07-29
886188,2,1887.80115924082,2023-08-29
886188,3,1887.80115924082,2023-09-29
886188,4,1887.80115924082,2023-10-29
886188,5,1887.80115924082,2023-11-29
886188,6,1887.80115924082,2023-12-29
886188,7,1887.80115924082,2024-01-29
